geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
slr0930	CHR	3231569	3232879	+	1311	NA	2207	3491	3501	2589	214	548	595	639	3	4	18	2
ssr1558	CHR	3232902	3233180	+	279	NA	478	410	513	461	47	77	93	79	1	1	1	0
sll0900	CHR	3233177	3233809	-	633	hisG	1351	1624	1754	1718	107	309	327	339	2	6	9	1
sll0899	CHR	3233816	3235186	-	1371	glmU	3530	5531	5018	3350	369	734	787	706	9	9	11	2
ssr1562	CHR	3235429	3235680	+	252	NA	596	810	951	892	542	1523	350	446	10	14	35	11
sll0898	CHR	3235746	3236855	-	1110	rsgA	2571	3437	4114	3343	435	900	1103	879	10	19	49	13
ssl1707	CHR	3236874	3237128	-	255	NA	716	931	917	743	189	413	737	426	3	1	4	1
sll0897	CHR	3237125	3238258	-	1134	dnaJ	6770	11368	9560	7312	792	2144	3782	2364	13	14	35	14
sll0896	CHR	3238365	3238868	-	504	NA	334	392	452	356	83	216	215	232	0	0	0	0
sll0895	CHR	3238873	3239748	-	876	NA	791	1011	1265	1160	127	360	454	473	5	1	2	1
slr0546	CHR	3240181	3241068	+	888	trpC	636	990	1200	1081	158	336	352	461	2	0	4	2
sll0537	CHR	3241089	3242714	-	1626	NA	505	889	623	369	452	595	372	933	2	2	4	1
sll0536	CHR	3242711	3243781	-	1071	NA	1577	2399	1136	812	234	440	686	520	3	1	5	1
sll0535	CHR	3244079	3245416	-	1338	clpX	3575	4422	5669	5094	676	1766	2624	2047	16	7	23	8
sll0534	CHR	3245421	3246101	-	681	clpP	4075	4911	7315	6120	543	1494	2296	1385	27	20	36	11
sll0533	CHR	3246401	3247816	-	1416	tig	27752	39092	55960	46842	1073	4160	11436	6981	25	16	24	7
slr0549	CHR	3248310	3249326	+	1017	NA	8925	10848	15005	13784	646	1525	2797	1789	22	16	23	8
slr0550	CHR	3249386	3250291	+	906	dapA	3484	4036	6058	5790	370	1057	1799	1174	20	18	19	5
slr0551	CHR	3250985	3252907	+	1923	NA	40574	51130	76284	64818	3414	9991	17640	11977	110	126	177	43
slr0552	CHR	3252992	3253726	+	735	NA	4886	5897	9803	9328	433	1237	2626	1673	36	32	20	10
slr0553	CHR	3253809	3254414	+	606	coaE	1806	2096	2658	2385	66	229	422	334	6	2	1	3
slr0554	CHR	3254599	3257670	+	3072	NA	5266	6541	7000	6013	673	1358	1078	1581	24	12	18	5
sll0529	CHR	3257692	3259887	-	2196	NA	7049	10448	14674	11422	843	2284	1962	1529	71	58	75	17
sll0528	CHR	3260137	3261276	-	1140	NA	7792	9371	5274	4579	1066	2228	1691	1306	20	15	103	36
slr0556	CHR	3261406	3262062	+	657	NA	346	573	652	543	154	360	298	277	4	2	8	6
sll0525	CHR	3262064	3262459	-	396	NA	466	629	766	745	43	141	112	127	2	2	3	2
ssl1004	CHR	3262471	3262749	-	279	NA	132	171	250	258	150	277	284	215	4	0	5	0
sll0524	CHR	3262819	3264162	-	1344	NA	1635	2294	3351	2679	520	1093	1123	1025	5	5	11	5
slr0557	CHR	3264290	3267022	+	2733	valS	8902	11996	15723	12908	1562	4611	3959	3413	18	25	41	14
sll0522	CHR	3267244	3267549	-	306	nuoK	3099	3902	2371	2161	155	573	629	461	32	31	41	11
sll0521	CHR	3267695	3268291	-	597	NA	2882	3800	2745	2666	681	1941	2343	1495	52	44	61	19
sll0520	CHR	3268386	3268967	-	582	ndhI	2605	3153	3005	2871	516	1843	2034	1286	51	38	100	30
sll0519	CHR	3269078	3270196	-	1119	nuoH	3434	3808	3500	3504	540	2040	2192	1540	80	82	182	57
slr1418	CHR	3270451	3271596	+	1146	NA	747	888	1037	912	219	372	366	479	4	1	3	0
slr1419	CHR	3271699	3272178	+	480	NA	1206	1669	1541	1117	139	277	246	354	6	8	15	4
slr1420	CHR	3272165	3273442	+	1278	NA	720	1036	984	711	201	430	329	429	2	5	3	1
slr1421	CHR	3273693	3274016	+	324	NA	83	116	146	121	58	231	210	206	2	0	2	0
sll1344	CHR	3274546	3275238	-	693	NA	1421	1612	1755	1629	400	1003	1122	1019	2	8	7	4
sll1343	CHR	3275314	3277923	-	2610	NA	2955	3567	4114	3636	599	1665	1736	1980	9	16	39	16
sll1342	CHR	3278122	3279135	-	1014	NA	29232	27079	40051	43896	3320	14444	24592	12345	27	16	14	8
slr1423	CHR	3279390	3280907	+	1518	murC	4802	6971	5475	4384	669	1682	2396	1751	24	25	28	14
slr1424	CHR	3280979	3281932	+	954	murB	1556	2133	1761	1307	139	401	596	479	9	11	10	3
slr1425	CHR	3281954	3282307	+	354	NA	936	1092	1417	1013	167	400	399	266	9	8	20	4
sll1341	CHR	3282442	3282912	-	471	bfr	2777	3484	4728	3336	522	1126	1105	753	14	18	25	7
sll1340	CHR	3283104	3283406	-	303	NA	341	437	501	350	68	146	79	130	1	1	4	0
slr1426	CHR	3283467	3284165	+	699	recR	1869	2597	3739	3282	175	375	533	499	11	13	27	12
sll1338	CHR	3284283	3284810	-	528	NA	22744	26663	38437	36143	1357	3928	6828	4362	255	202	664	202
sll1336	CHR	3285051	3287168	-	2118	NA	14796	22543	25588	18189	1215	3236	5330	3708	36	31	42	14
slr1428	CHR	3287339	3289264	+	1926	NA	1895	2891	2205	1532	598	1035	676	924	10	17	17	10
sll1334	CHR	3289256	3290785	-	1530	NA	1330	1676	1946	1574	498	1258	1197	1171	22	14	19	10
slr1429	CHR	3291097	3291966	+	870	NA	768	800	727	695	222	479	339	491	2	5	6	2
ST6803t39	CHR	3292004	3292089	-	86	NA	323	132	120	212	41	227	682	646	32	32	29	8
sll1333	CHR	3292177	3292884	-	708	NA	674	929	300	258	151	233	220	349	1	3	3	2
slr1431	CHR	3293078	3294505	+	1428	NA	4350	5557	5943	5940	639	1709	1453	1246	29	19	26	15
sll1330	CHR	3294498	3295250	-	753	NA	4916	4930	1991	1688	299	623	2339	1351	6	9	24	11
sll1329	CHR	3295580	3296386	-	807	NA	1576	1803	2101	1645	264	583	760	524	10	10	8	3
slr1451	CHR	3296462	3297247	+	786	NA	725	863	775	712	175	349	415	403	5	3	14	8
sll1367	CHR	3297312	3298097	-	786	NA	682	764	739	723	203	461	505	575	4	5	5	2
slr1452	CHR	3298326	3299384	+	1059	NA	103	98	270	216	125	244	88	242	1	1	1	0
ssr2439	CHR	3299421	3299714	+	294	NA	19	19	29	41	42	119	31	127	1	0	1	0
slr1453	CHR	3299716	3300576	+	861	cysT	43	58	111	83	153	306	81	359	1	1	1	0
slr1454	CHR	3300563	3301393	+	831	cysW	99	160	220	136	154	327	93	280	0	2	1	0
slr1455	CHR	3301555	3302622	+	1068	NA	237	294	350	270	207	478	265	510	3	3	6	1
slr1456	CHR	3302812	3303339	+	528	NA	188	179	192	216	121	275	104	200	1	1	2	0
slr1457	CHR	3303481	3304680	+	1200	NA	317	388	411	359	102	243	172	269	2	1	6	5
slr1459	CHR	3304872	3305381	+	510	apcB	2866	3006	9165	10145	1811	8895	7161	4851	56	70	60	17
sll1366	CHR	3305654	3308773	-	3120	NA	1684	2051	2543	2141	555	1100	870	1206	7	3	8	3
slr1461	CHR	3308878	3309474	+	597	NA	386	499	512	549	206	430	389	499	6	5	12	2
sll1365	CHR	3309530	3311431	-	1902	NA	1927	2821	2514	2189	425	969	753	853	5	6	15	1
slr1462	CHR	3311660	3313345	+	1686	NA	994	1461	1132	813	329	681	551	705	1	6	9	2
slr1463	CHR	3313667	3315754	+	2088	fusB	47665	56237	87845	72879	4550	18176	29478	16724	82	77	160	42
slr1464	CHR	3315938	3316735	+	798	NA	408	477	540	413	95	246	125	214	5	4	6	2
ssl2667	CHR	3317363	3317593	-	231	NA	2274	3334	4297	4134	1138	4272	6339	3660	9	9	35	14
sll1363	CHR	3317701	3318696	-	996	ilvC	17040	21005	25641	23732	1815	5968	13486	9727	34	43	52	19
slr0651	CHR	3318829	3319212	+	384	NA	1654	3428	3221	1595	539	1114	1564	964	5	5	9	5
slr0652	CHR	3319281	3320051	+	771	hisA	2539	4176	4924	2948	475	815	950	990	6	9	11	6
sll0631	CHR	3320075	3321736	-	1662	nadB	1335	2075	2814	2379	268	627	498	663	6	3	2	4
sll0630	CHR	3321844	3322281	-	438	NA	863	1343	4083	3808	266	744	340	324	15	7	7	1
sll0629	CHR	3322377	3322649	-	273	psaK	972	1333	4687	3730	178	675	247	216	17	13	5	1
slr0653	CHR	3323275	3324552	+	1278	rpoD	6119	5153	12426	13193	3054	13108	7808	7165	75	73	148	46
ST6803r04	CHR	3325053	3326541	+	1489	NA	61966	833615	16082	10446	101603	4804	7896	7128	975925	969272	2188376	645719
ST6803t40	CHR	3326684	3326757	+	74	NA	1103	923	810	870	80	522	423	305	78	81	73	22
ST6803r05	CHR	3327007	3329890	+	2884	NA	349950	730422	42613	46661	91845	11809	20091	16229	1455717	1445231	3061802	915334
ST6803r06	CHR	3329963	3330080	+	118	rrf	150841	144241	160741	199869	1194	11446	24135	19723	3737	3847	5290	1878
slr0654	CHR	3330281	3331042	+	762	NA	4475	5949	7880	7302	522	1202	1648	1271	13	18	38	12
slr0655	CHR	3331045	3331587	+	543	NA	1524	1694	2696	2543	173	413	649	518	9	9	15	2
slr0656	CHR	3331625	3332821	+	1197	NA	907	1290	1242	1080	284	812	1142	1025	6	5	25	8
ST6803t41	CHR	3333014	3333097	-	84	NA	50	55	56	30	14	72	57	71	0	1	1	0
slr0657	CHR	3333244	3335046	+	1803	NA	3465	3846	3870	3678	356	893	1108	1074	14	13	14	13
slr0658	CHR	3335247	3336242	+	996	NA	1751	2212	2154	2042	397	1165	1157	1161	8	13	11	8
slr0659	CHR	3336464	3338548	+	2085	NA	5738	8036	11693	8679	1265	2759	2602	2383	18	16	36	15
slr0661	CHR	3338682	3339485	+	804	proC	1842	2723	2954	2755	313	882	1152	788	7	11	13	1
sll0626	CHR	3339500	3340969	-	1470	NA	1105	1433	1741	1641	221	580	549	685	4	1	4	3
sll0625	CHR	3341166	3341843	-	678	NA	781	815	1002	892	194	366	368	384	2	4	8	1
sll0624	CHR	3342125	3342559	-	435	NA	76	132	99	79	73	211	109	213	1	0	0	0
slr0662	CHR	3342857	3344944	+	2088	speA	1960	2584	2981	2210	359	871	614	752	4	10	13	5
sll0623	CHR	3345027	3345779	-	753	NA	2099	2435	2870	2643	416	891	1453	806	6	13	17	9
sll0622	CHR	3345861	3346817	-	957	nadA	1037	1055	2188	2034	281	652	691	553	9	3	9	0
sll0621	CHR	3346910	3347656	-	747	NA	932	1188	1375	1293	213	493	606	529	4	4	12	4
ssr1114	CHR	3347941	3348201	+	261	NA	228	458	531	308	180	320	307	200	2	0	5	0
slr0664	CHR	3348191	3348553	+	363	NA	175	208	291	188	86	312	218	105	1	3	2	0
slr0665	CHR	3348690	3351296	+	2607	acnB	6459	7554	8759	6997	952	2754	4613	3120	20	19	48	15
slr0666	CHR	3351526	3352353	+	828	NA	1759	2804	2930	1968	357	857	1035	905	9	3	4	0
slr0667	CHR	3352682	3353203	+	522	NA	282	403	592	579	237	899	785	556	4	1	4	0
slr0668	CHR	3353196	3353732	+	537	NA	157	162	259	249	24	139	121	81	2	0	0	1
sll1499	CHR	3354192	3358862	-	4671	gltB	18600	23848	27388	18872	2607	5723	5972	5082	39	35	186	62
slr1556	CHR	3359578	3360579	+	1002	NA	894	1012	1305	1109	411	1349	1217	984	10	7	27	4
sll1498	CHR	3360732	3361886	-	1155	carA	4432	4936	3429	3048	235	720	1205	758	11	12	23	7
slr1557	CHR	3362057	3363166	+	1110	NA	3173	3635	5535	4917	772	1544	2194	1429	9	12	18	6
sll1496	CHR	3363266	3365797	-	2532	NA	2932	3717	4911	4164	790	1689	1756	1684	11	18	42	4
sll1495	CHR	3365944	3367137	-	1194	lhgO	1231	1959	1877	1343	184	453	417	445	1	4	12	3
ST6803t42	CHR	3367292	3367365	-	74	NA	20	35	27	76	24	150	188	287	13	17	4	3
slr1559	CHR	3367417	3368289	+	873	NA	356	369	450	452	162	377	278	390	5	1	5	0
slr1560	CHR	3368416	3369621	+	1206	NA	2766	3316	4934	4606	458	1269	1392	1153	8	11	19	4
slr1562	CHR	3369699	3370028	+	330	grxC	529	652	1041	901	218	562	618	488	3	4	7	0
slr1563	CHR	3370059	3370946	+	888	NA	1078	1463	1935	1534	172	458	523	440	8	6	14	5
slr1564	CHR	3371247	3372023	+	777	NA	863	1028	1825	1855	422	1003	810	964	14	11	20	9
slr1565	CHR	3372152	3372493	+	342	NA	500	686	750	585	94	227	224	141	0	2	2	3
slr1566	CHR	3372502	3373689	+	1188	NA	707	770	745	553	165	311	320	317	3	4	6	3
sll1491	CHR	3373719	3374765	-	1047	NA	1073	1318	1370	1191	166	364	494	454	6	4	7	4
slr1567	CHR	3375291	3377588	+	2298	NA	650	899	1138	920	426	1004	707	979	3	7	2	3
slr1568	CHR	3377869	3378279	+	411	NA	283	352	359	327	38	61	69	105	1	1	1	1
sll1489	CHR	3378247	3379050	-	804	larB	897	1115	654	549	201	302	353	466	7	3	6	2
sll1488	CHR	3379102	3379767	-	666	NA	897	1073	749	623	102	213	331	359	2	5	6	1
slr1570	CHR	3380130	3380789	+	660	NA	550	721	1100	946	212	444	598	391	6	4	9	4
slr1571	CHR	3380809	3381489	+	681	NA	634	825	1114	858	192	314	474	347	3	4	3	1
slr1572	CHR	3381543	3382397	+	855	NA	745	1399	1064	641	306	541	633	595	5	3	12	3
slr1573	CHR	3382575	3383369	+	795	pgeF	3040	3975	3748	2571	189	312	529	400	13	15	11	6
ssl2874	CHR	3383577	3383846	-	270	NA	524	754	1002	1167	105	306	383	277	7	8	19	4
slr1575	CHR	3384151	3385590	+	1440	NA	339	441	330	299	300	533	320	544	1	3	3	2
slr1576	CHR	3385642	3385962	+	321	NA	439	433	475	432	63	173	185	147	4	3	3	2
slr1577	CHR	3386005	3386493	+	489	scpB	248	237	305	327	81	210	186	203	2	2	3	0
slr1579	CHR	3386777	3388465	+	1689	NA	2270	2929	4720	4432	629	1536	1791	1243	10	7	19	8
sll1486	CHR	3388694	3389326	-	633	NA	1614	2139	1866	1259	166	332	308	299	4	5	15	4
sll1485	CHR	3389395	3389883	-	489	NA	554	640	631	607	160	347	336	376	4	4	10	0
sll1484	CHR	3390028	3391491	-	1464	NA	1690	2153	1614	1292	344	656	573	725	1	4	12	5
sll1483	CHR	3391645	3392187	-	543	NA	27197	23107	2669	2849	280	718	3866	1764	7	6	351	103
sll1482	CHR	3392302	3393453	-	1152	devC	1673	2270	1862	1651	173	484	966	700	8	5	11	3
sll1481	CHR	3393495	3394850	-	1356	NA	2099	2632	2874	2486	620	1109	1746	1186	4	11	36	7
sll1479	CHR	3394954	3395718	-	765	pgl	462	541	717	615	103	183	208	216	3	8	4	0
sll1477	CHR	3395763	3398261	-	2499	NA	902	1043	862	841	325	637	496	808	6	4	10	1
slr1583	CHR	3398899	3399261	+	363	NA	3329	4029	4798	4912	662	2394	2210	1428	16	14	51	10
sll1475	CHR	3399457	3400350	-	894	NA	789	961	1580	1614	185	606	482	543	12	3	11	2
sll1474	CHR	3400402	3401418	-	1017	NA	76	120	112	78	47	176	82	103	0	1	1	1
sll1473	CHR	3401456	3402901	-	1446	NA	123	168	508	431	219	530	242	595	2	1	1	0
sll1472	CHR	3402929	3403372	-	444	NA	73	94	369	304	30	104	106	139	0	0	0	1
sll1471	CHR	3403557	3404306	-	750	NA	153	225	3569	3670	177	502	661	1302	4	6	0	0
slr1584	CHR	3404545	3405249	+	705	NA	957	1621	2264	1414	822	1457	1277	957	4	6	7	1
sll1470	CHR	3406416	3407822	-	1407	leuC	3632	5227	5614	4230	747	1648	2262	1547	12	14	22	8
slr1588	CHR	3408051	3409316	+	1266	NA	710	866	933	929	237	887	563	662	6	5	7	2
slr0746	CHR	3409355	3410623	+	1269	stpA	1174	2061	3183	2290	258	686	294	500	3	4	14	2
slr0747	CHR	3410761	3411852	+	1092	NA	1111	1821	2373	1589	158	368	206	358	4	0	1	1
sll0736	CHR	3411849	3413075	-	1227	NA	564	806	895	777	213	819	676	683	4	6	2	1
sll0735	CHR	3413078	3414667	-	1590	NA	3093	4493	4979	4504	501	1765	2318	2045	7	8	13	3
slr0748	CHR	3414833	3415525	+	693	NA	199	315	267	255	189	308	201	321	0	3	4	1
slr0749	CHR	3416064	3416924	+	861	bchL	3268	3957	11667	10358	2283	3142	1438	1556	7	3	2	2
slr0750	CHR	3417442	3418851	+	1410	bchN	555	703	2853	2272	3211	3851	2002	2927	1	4	0	0
sll0733	CHR	3418971	3419420	-	450	NA	451	513	270	241	197	359	1100	805	2	0	3	1
slr0751	CHR	3419545	3420291	+	747	NA	840	950	862	835	214	469	432	429	7	3	6	2
slr0752	CHR	3420416	3421714	+	1299	eno	5530	7609	7381	6617	491	1702	2152	1291	18	23	26	12
sll0732	CHR	3421907	3422482	-	576	NA	260	308	305	243	127	254	93	216	0	2	2	4
slr0753	CHR	3423032	3424381	+	1350	NA	504	588	699	564	214	465	211	485	6	6	3	3
ssl1378	CHR	3424394	3424648	-	255	NA	137	170	185	185	42	88	123	104	1	2	0	0
sll0729	CHR	3424667	3425524	-	858	NA	494	738	1021	704	212	584	597	531	6	3	5	0
sll0728	CHR	3425538	3426518	-	981	accA	1299	1673	2066	1725	320	1143	1360	1002	7	5	7	3
ssr1256	CHR	3427756	3428013	+	258	NA	132	171	257	238	154	306	120	258	3	3	10	5
slr0755	CHR	3428383	3428940	+	558	NA	1607	2491	2010	1447	125	415	564	372	5	5	10	0
ssr1258	CHR	3428962	3429171	+	210	NA	497	1206	952	674	60	165	223	173	2	0	0	0
sll0727	CHR	3429461	3431203	-	1743	NA	579	756	764	752	266	666	458	599	2	3	5	1
sll0726	CHR	3431317	3432972	-	1656	pgm	3644	4255	6454	6345	910	2638	2177	1602	8	11	18	3
slr0756	CHR	3433362	3434261	+	900	NA	661	879	758	630	283	814	894	828	6	7	13	5
slr0757	CHR	3434388	3434705	+	318	kaiB	661	655	690	571	83	228	385	290	4	4	4	2
slr0758	CHR	3434876	3436435	+	1560	kaiC	3415	5059	3838	2911	432	1132	1394	1145	3	9	13	1
sll0723	CHR	3436529	3441844	-	5316	NA	3149	4386	5650	4491	937	2110	1149	2039	10	12	19	3
sll0722	CHR	3442661	3443287	-	627	NA	434	762	741	622	94	216	126	162	0	2	0	1
sll0721	CHR	3443514	3447371	-	3858	NA	1873	3260	2043	1309	1163	1943	1262	1859	3	4	11	4
sll0720	CHR	3447715	3448158	-	444	NA	25	42	32	25	33	204	58	63	0	0	0	0
sll1552	CHR	3448208	3449110	-	903	NA	35	52	41	30	148	346	82	277	0	1	0	0
slr1651	CHR	3449979	3452129	+	2151	NA	182	315	184	161	318	725	234	544	3	1	3	2
slr1652	CHR	3452461	3453162	+	702	NA	226	326	326	275	169	313	191	435	2	2	1	0
slr1653	CHR	3453211	3454425	+	1215	NA	1016	1255	1569	1423	214	525	594	649	6	6	19	2
sll1550	CHR	3454422	3456044	-	1623	NA	927	1281	1107	879	180	519	448	440	1	7	6	6
sll1549	CHR	3456238	3456954	-	717	NA	437	497	796	639	230	401	109	310	0	1	3	1
slr1655	CHR	3457459	3457932	+	474	NA	3857	4375	17580	18324	5412	19340	6447	5070	130	135	25	11
smr0004	CHR	3458023	3458145	+	123	NA	314	682	2911	3593	446	1294	588	509	23	30	4	1
slr1656	CHR	3458330	3459397	+	1068	murG	585	785	1334	1108	243	601	361	387	2	2	4	2
slr1657	CHR	3459781	3460608	+	828	NA	1215	1385	1027	918	223	534	848	764	6	9	16	1
slr1658	CHR	3460651	3461250	+	600	NA	1122	1433	1281	1190	214	460	474	475	6	10	6	1
slr1659	CHR	3461313	3461654	+	342	NA	337	501	588	522	88	291	377	305	0	0	0	1
slr1660	CHR	3461844	3462422	+	579	NA	840	1119	1482	1271	158	343	469	339	3	4	10	0
sll1547	CHR	3462883	3463341	-	459	ruvX	159	269	337	178	80	239	174	199	1	0	0	0
sll1546	CHR	3463667	3465289	-	1623	NA	2436	3284	6367	5033	806	1772	1894	1466	12	10	19	5
slr1661	CHR	3465791	3467743	+	1953	NA	992	1104	1292	1026	440	879	847	1067	7	5	7	7
sll1545	CHR	3467881	3468696	-	816	NA	1819	2434	2824	2401	276	689	916	726	7	5	16	3
slr1664	CHR	3468873	3470885	+	2013	NA	249	355	280	285	214	575	453	574	1	2	12	2
slr1665	CHR	3471003	3471842	+	840	dapF	4204	6966	7536	4085	427	832	916	838	24	17	44	9
slr1666	CHR	3472053	3473210	+	1158	NA	2645	2911	3758	3443	319	1015	1405	949	16	13	15	8
ssr2781	CHR	3473234	3473485	+	252	NA	462	380	550	481	51	115	178	159	1	2	2	0
sll1544	CHR	3473513	3474199	-	687	NA	342	442	475	429	177	333	213	417	1	3	2	1
sll1543	CHR	3475181	3475618	-	438	NA	87	107	96	83	100	201	104	185	2	1	2	0
slr1667	CHR	3476059	3476595	+	537	NA	71	125	387	245	324	725	498	659	2	0	2	0
slr1668	CHR	3476816	3477484	+	669	NA	1053	1159	1577	1474	306	732	817	752	8	9	18	12
ssr2786	CHR	3477551	3477754	+	204	NA	60	75	100	98	13	23	16	34	0	1	0	1
sll1542	CHR	3478132	3479034	-	903	NA	1132	2164	1122	514	349	429	281	531	5	4	13	4
sll0451	CHR	3479219	3479683	-	465	NA	81	104	108	107	86	156	42	152	0	1	4	3
sll0450	CHR	3479829	3482141	-	2313	NA	202	272	1067	903	520	775	582	823	45	48	46	10
slr0449	CHR	3482568	3483284	+	717	NA	86	89	125	126	142	268	98	256	2	1	5	0
sll0449	CHR	3483472	3484590	-	1119	NA	225	343	205	209	176	413	165	393	0	2	2	0
sll0448	CHR	3484623	3485717	-	1095	NA	331	407	272	236	109	378	136	288	2	0	1	0
sll0447	CHR	3485837	3486562	-	726	NA	366	472	479	417	147	590	246	318	3	4	2	0
sll0446	CHR	3486693	3489911	-	3219	NA	2710	3682	3617	2891	1137	3125	2013	2184	15	6	15	3
sll0445	CHR	3490014	3491501	-	1488	NA	2951	4159	4590	3257	659	1382	913	969	4	9	21	10
sll0444	CHR	3491512	3492015	-	504	NA	463	760	758	659	150	262	173	197	3	2	6	1
sll0443	CHR	3492073	3493482	-	1410	NA	1426	2094	1310	851	405	964	592	823	10	4	8	4
slr0451	CHR	3493885	3496905	+	3021	NA	1809	2003	3185	2756	855	1901	2050	1878	6	15	51	16
sll0442	CHR	3497016	3497351	-	336	NA	161	224	339	256	84	172	82	169	1	2	0	1
sll0441	CHR	3497389	3498759	-	1371	NA	482	644	1207	987	261	1348	495	524	2	2	8	5
slr0452	CHR	3498903	3500588	+	1686	ilvD	6137	8040	18022	14357	1242	2832	4355	2494	31	26	45	12
slr0453	CHR	3500761	3503178	+	2418	NA	4521	5253	7691	6926	1450	3948	3340	2475	16	20	48	16
ssl0832	CHR	3503304	3503561	-	258	NA	241	273	322	284	214	285	761	469	4	3	11	5
sll0436	CHR	3503637	3504092	-	456	NA	205	277	201	186	82	134	70	155	1	0	2	1
slr0454	CHR	3504297	3506969	+	2673	NA	2770	3541	3649	2880	503	1154	812	1034	3	7	10	2
slr0455	CHR	3507027	3507452	+	426	NA	1084	1628	1959	1613	719	1482	1883	1116	1	5	13	2
slr0456	CHR	3507523	3507999	+	477	NA	1615	1987	2235	1808	317	660	765	617	1	4	10	5
slr0457	CHR	3508111	3509001	+	891	truB	404	609	548	431	172	292	243	329	2	1	0	2
slr0458	CHR	3509112	3509747	+	636	NA	187	263	192	143	83	155	108	222	2	0	2	0
slr0459	CHR	3509946	3511580	+	1635	NA	849	1364	1108	865	267	556	530	618	5	8	6	1
slr0460	CHR	3511818	3512288	+	471	NA	93	166	110	53	206	425	266	251	2	2	2	1
sll0430	CHR	3514232	3516208	-	1977	htpG	17774	17520	8950	7296	2948	7849	2310	1850	17	25	100	25
slr1176	CHR	3516569	3517858	+	1290	NA	8029	8694	14590	14701	1234	4602	6534	3810	17	25	27	6
slr1177	CHR	3517887	3518735	+	849	NA	2275	2348	3582	3466	342	1025	1592	829	6	10	6	1
slr1178	CHR	3518857	3519312	+	456	NA	1538	1908	1738	1579	711	1150	1874	1101	8	6	8	3
slr1179	CHR	3519431	3520561	+	1131	NA	3146	3995	4047	3293	289	620	933	767	10	8	14	7
sll1110	CHR	3520597	3521694	-	1098	prfA	5458	7856	7039	5412	708	1578	2736	1679	9	7	11	7
sll1109	CHR	3521783	3522367	-	585	NA	2110	2515	2244	1854	347	910	1010	684	5	7	7	0
sll1108	CHR	3522433	3523260	-	828	surE	812	719	952	873	127	506	589	441	2	3	2	0
slr1181	CHR	3523717	3524799	+	1083	psbA	204	190	239	208	218	498	260	447	1	4	3	6
slr1182	CHR	3524938	3525450	+	513	NA	124	195	216	173	146	343	161	266	2	1	2	0
slr1183	CHR	3525482	3526066	+	585	NA	65	120	131	122	68	195	99	177	1	0	1	1
slr1184	CHR	3526097	3526591	+	495	NA	60	69	54	51	44	151	57	141	0	0	0	0
slr1185	CHR	3527045	3527581	+	537	NA	276	285	340	395	94	174	141	199	3	0	0	1
slr1186	CHR	3527642	3528088	+	447	NA	453	756	627	664	85	296	258	327	1	1	9	3
slr1187	CHR	3528265	3529305	+	1041	NA	1427	1510	1322	1347	395	985	1569	1044	8	14	12	10
slr1188	CHR	3529323	3529994	+	672	NA	976	1267	1251	1019	199	492	821	415	4	4	11	1
slr1189	CHR	3530030	3530971	+	942	NA	1049	1543	1307	1019	286	509	575	520	5	1	5	1
sll1107	CHR	3530979	3531755	-	777	NA	652	770	771	735	77	229	207	242	3	4	6	5
sll1106	CHR	3531885	3532400	-	516	NA	9349	12987	9892	9513	880	2729	2654	1531	13	17	30	11
slr1192	CHR	3532600	3533610	+	1011	NA	1456	2162	1938	1944	283	880	813	798	11	6	40	13
slr0585	CHR	3533844	3535046	+	1203	argG	11535	12737	7391	7346	439	1841	7142	2885	8	8	18	2
slr0586	CHR	3535174	3535938	+	765	NA	937	1531	1302	1177	204	555	456	531	7	5	4	1
slr0587	CHR	3536090	3536422	+	333	NA	1211	1466	3133	2515	1706	3785	1008	1029	7	7	29	10
sll0578	CHR	3536464	3537630	-	1167	purK	2572	3540	5250	4263	663	1140	983	799	13	13	43	14
sll0577	CHR	3537706	3538215	-	510	NA	3392	5753	6024	4300	702	1779	2771	1556	11	16	17	0
slr0588	CHR	3538447	3538803	+	357	NA	1572	2038	1717	1502	165	573	773	503	3	6	5	3
slr0589	CHR	3538842	3539387	+	546	NA	1370	1741	1613	1622	174	474	778	488	3	0	3	0
slr0590	CHR	3539496	3540212	+	717	NA	2175	2837	2516	2244	155	398	635	455	5	4	8	6
sll0576	CHR	3540326	3541258	-	933	NA	5012	7440	5231	4075	341	1082	1571	1162	9	5	4	3
sll0575	CHR	3541344	3542108	-	765	NA	1501	2861	1944	1356	270	571	812	742	2	3	5	1
sll0574	CHR	3542121	3542936	-	816	NA	1341	1912	1266	1288	255	614	649	680	9	5	3	0
slr0591	CHR	3543143	3544210	+	1068	NA	4221	5731	4726	4443	391	1381	2911	2348	13	8	32	9
sll0573	CHR	3544207	3545133	-	927	arcC	1367	1396	2465	2167	223	518	398	384	3	2	7	1
sll0572	CHR	3545120	3546493	-	1374	NA	979	1295	3202	2983	986	1509	567	706	4	4	6	2
slr0592	CHR	3546792	3548315	+	1524	NA	616	706	576	528	362	602	349	695	4	10	7	2
slr0593	CHR	3548465	3549706	+	1242	NA	1304	1740	2358	1710	235	412	308	508	12	5	12	2
sll0569	CHR	3549956	3551020	-	1065	recA	2776	3997	5105	5097	438	1042	1212	1164	13	4	24	7
slr0594	CHR	3551159	3552382	+	1224	NA	1385	1938	1818	1429	291	590	597	547	7	6	12	5
